,AbTest,ID,Property,Test Type,AMB0,AMB1,AMB2,AMB3,AMB5,AMB8,AMB12,AMB14,AMB17,AMB18
5168,AM_Test6,10,am9,H,0,7,1,8,4,8,0,5,0,2
5201,AM_Test6,11,am9,H,0,1,3,6,2,3,0,0,0,4
5231,AM_Test6,12,am9,H,0,1,0,0,3,10,0,0,0,2
5264,AM_Test6,13,am9,H,0,0,0,0,0,5,0,3,0,6
5297,AM_Test6,14,am9,H,0,7,0,0,0,7,0,5,0,3
5330,AM_Test6,15,am9,H,0,0,0,0,0,8,0,0,0,5
5363,AM_Test6,16,am9,H,3,0,0,0,5,10,1,2,0,6
5393,AM_Test6,17,am9,H,0,4,0,0,0,6,0,0,0,6
5426,AM_Test6,18,am9,H,0,1,0,0,0,1,0,3,0,5
5453,AM_Test6,19,am9,H,0,0,0,0,0,0,0,0,0,0
5459,AM_Test6,20,am9,H,0,0,0,0,0,0,0,0,0,0
5462,AM_Test6,21,am9,H,0,0,0,0,0,0,0,0,0,0
5465,AM_Test6,22,am9,H,0,0,2,0,1,9,0,0,0,4
5468,AM_Test6,23,am9,H,0,5,0,0,0,8,0,3,0,4
5471,AM_Test6,24,am9,H,0,4,0,0,0,10,0,7,0,4
5474,AM_Test6,25,am9,H,10,1,4,10,3,9,10,2,1,7
5477,AM_Test6,26,am9,H,0,4,0,0,0,7,0,4,0,3
5480,AM_Test6,27,am9,H,0,0,4,0,6,6,1,0,0,6
5483,AM_Test6,29,am9,H,8,0,7,5,3,8,5,0,0,3
5489,AM_Test6,30,am9,H,0,0,0,10,4,9,0,0,0,2
5492,AM_Test6,31,am9,H,0,7,7,10,5,10,0,3,0,3
5495,AM_Test6,32,am9,H,0,2,0,0,0,10,0,4,0,5
5498,AM_Test6,33,am9,H,0,0,2,0,0,0,3,0,0,6
5501,AM_Test6,34,am9,H,0,8,3,8,1,10,0,6,0,3
5504,AM_Test6,35,am9,H,0,4,0,0,1,10,0,3,0,3
5507,AM_Test6,36,am9,H,0,3,0,0,0,7,0,4,0,4
5510,AM_Test6,37,am9,H,0,4,0,0,3,6,0,9,0,6
5513,AM_Test6,38,am9,H,0,7,0,0,0,7,0,4,0,6
5516,AM_Test6,39,am9,H,1,4,0,0,0,2,5,0,0,5
5522,AM_Test6,40,am9,H,0,1,1,2,0,6,0,6,0,2
5525,AM_Test6,41,am9,H,0,0,1,0,0,3,0,0,0,5
5528,AM_Test6,42,am9,H,0,0,1,0,5,9,0,0,0,5
5531,AM_Test6,43,am9,H,0,0,0,0,0,0,0,0,0,0
5534,AM_Test6,44,am9,H,0,0,0,0,0,0,0,0,0,0
5537,AM_Test6,45,am9,H,0,0,0,0,0,0,0,0,0,0
5540,AM_Test6,46,am9,H,0,0,0,0,0,3,4,0,0,6
5543,AM_Test6,47,am9,H,0,9,0,0,0,10,0,4,0,6
5546,AM_Test6,48,am9,H,0,3,0,0,0,8,0,0,0,3
5549,AM_Test6,49,am9,H,1,3,0,0,0,10,0,4,0,2
5555,AM_Test6,50,am9,H,0,6,0,0,1,7,0,3,0,7
5558,AM_Test6,51,am9,H,0,1,0,0,0,1,2,3,0,5
5561,AM_Test6,52,am9,H,0,1,10,0,0,4,0,4,0,5
5564,AM_Test6,53,am9,H,0,0,2,0,0,9,0,3,0,4
5567,AM_Test6,54,am9,H,0,0,0,1,0,10,0,0,0,7
5570,AM_Test6,55,am9,H,0,4,0,3,4,10,0,5,0,3
5573,AM_Test6,56,am9,H,2,0,3,1,3,6,0,0,0,5
5576,AM_Test6,57,am9,H,1,0,4,4,3,2,0,0,0,6
5579,AM_Test6,58,am9,H,0,4,4,7,8,9,0,5,2,4
5582,AM_Test6,59,am9,H,0,0,0,8,3,10,0,0,0,6
5588,AM_Test6,60,am9,H,5,0,7,3,4,3,0,0,0,6
5591,AM_Test6,61,am9,H,0,7,0,0,1,8,0,3,0,7
5594,AM_Test6,62,am9,H,0,2,0,1,5,10,0,0,0,4
5597,AM_Test6,63,am9,H,0,0,3,0,4,9,0,0,0,3
5600,AM_Test6,64,am9,H,0,7,4,10,3,4,0,0,0,5
5603,AM_Test6,65,am9,H,0,1,0,0,4,10,0,0,0,3
5606,AM_Test6,66,am9,H,0,0,0,6,3,4,0,0,0,5
5609,AM_Test6,67,am9,H,0,0,0,0,0,0,0,0,0,0
5612,AM_Test6,68,am9,H,0,0,0,0,0,0,0,0,0,0
5615,AM_Test6,69,am9,H,0,0,0,0,0,0,0,0,0,0
5621,AM_Test6,70,am9,H,0,2,5,4,2,10,0,1,0,5
5624,AM_Test6,71,am9,H,0,0,0,10,5,10,0,0,0,4
5627,AM_Test6,72,am9,H,0,0,5,0,1,10,0,0,0,5
5630,AM_Test6,73,am9,H,0,0,10,0,0,10,1,0,0,5
5633,AM_Test6,74,am9,H,0,2,0,10,0,10,0,0,0,4
5636,AM_Test6,75,am9,H,0,1,0,0,5,9,0,1,0,8
5639,AM_Test6,76,am9,H,0,7,2,10,1,6,0,1,0,5
5642,AM_Test6,77,am9,H,0,6,0,0,2,10,0,7,0,4
5645,AM_Test6,78,am9,H,0,4,0,0,0,8,0,7,0,4
5648,AM_Test6,79,am9,H,0,6,2,7,4,6,0,2,0,6
5654,AM_Test6,80,am9,H,0,0,1,10,2,6,0,0,0,6
5657,AM_Test6,81,am9,H,0,0,0,9,2,6,0,0,0,5
5660,AM_Test6,82,am9,H,0,6,1,10,4,4,0,4,0,4
5663,AM_Test6,83,am9,H,2,0,4,5,6,5,0,0,0,6
5666,AM_Test6,84,am9,H,0,0,0,3,1,6,0,0,0,3
5669,AM_Test6,85,am9,H,0,3,1,10,3,9,0,0,0,5
5672,AM_Test6,86,am9,H,0,0,0,10,2,7,0,0,0,6
5675,AM_Test6,87,am9,H,0,0,0,9,7,4,0,0,0,5
5678,AM_Test6,88,am9,H,4,0,4,6,5,7,0,0,0,5
5681,AM_Test6,89,am9,H,0,0,5,7,8,5,0,0,0,5
5687,AM_Test6,90,am9,H,0,0,0,4,2,6,0,0,0,6
5690,AM_Test6,91,am9,H,0,0,0,0,0,0,0,0,0,0
5693,AM_Test6,92,am9,H,0,0,0,0,0,0,0,0,0,0
5696,AM_Test6,93,am9,H,0,0,0,0,0,0,0,0,0,0
5699,AM_Test6,94,am9,H,0,6,0,0,0,9,0,10,0,2
5702,AM_Test6,95,am9,H,0,1,0,0,6,10,0,0,0,5
5705,AM_Test6,96,am9,H,0,0,1,0,6,10,0,0,0,6
5708,AM_Test6,97,am9,H,0,6,0,0,4,10,0,4,0,4
5711,AM_Test6,98,am9,H,0,3,0,9,4,10,0,0,0,7
5714,AM_Test6,99,am9,H,0,1,0,3,0,7,0,4,0,7
5171,AM_Test6,100,am9,H,0,0,0,0,0,10,0,1,0,4
5174,AM_Test6,101,am9,H,0,0,0,0,0,2,0,0,0,3
5177,AM_Test6,102,am9,H,0,5,1,0,0,8,0,1,0,3
5180,AM_Test6,103,am9,H,0,4,6,5,6,9,0,2,0,3
5183,AM_Test6,104,am9,H,0,0,0,1,6,10,0,0,0,5
5186,AM_Test6,105,am9,H,0,0,1,10,3,9,0,0,0,5
5189,AM_Test6,106,am9,H,0,5,0,10,5,8,0,1,0,6
5192,AM_Test6,107,am9,H,0,0,0,0,6,10,0,0,0,6
5195,AM_Test6,108,am9,H,0,0,4,10,1,9,0,0,0,5
5198,AM_Test6,109,am9,H,5,0,3,4,6,2,0,0,0,3
5204,AM_Test6,111,am9,H,0,0,6,4,6,0,0,0,0,3
5207,AM_Test6,112,am9,H,1,0,3,10,2,10,0,0,0,4
5210,AM_Test6,113,am9,H,4,0,6,5,5,4,0,0,0,4
5213,AM_Test6,114,am9,H,0,0,3,5,5,2,0,0,0,4
5216,AM_Test6,115,am9,H,0,0,0,0,0,0,0,0,0,0
5219,AM_Test6,116,am9,H,0,0,0,0,0,0,0,0,0,0
5222,AM_Test6,117,am9,H,0,0,0,0,0,0,0,0,0,0
5225,AM_Test6,118,am9,H,3,0,3,4,5,1,0,0,0,5
5228,AM_Test6,119,am9,H,0,0,4,6,3,8,0,0,0,7
5234,AM_Test6,120,am9,H,0,0,5,5,4,1,0,0,0,5
5237,AM_Test6,121,am9,H,1,0,10,0,0,6,7,0,0,4
5240,AM_Test6,122,am9,H,2,2,0,1,0,10,0,0,0,4
5243,AM_Test6,123,am9,H,0,4,6,0,0,0,0,1,0,4
5246,AM_Test6,124,am9,H,0,0,8,0,0,0,0,0,0,4
5249,AM_Test6,125,am9,H,0,0,4,0,0,0,0,0,0,5
5252,AM_Test6,126,am9,H,0,0,3,0,2,9,0,0,0,4
5255,AM_Test6,127,am9,H,0,0,1,10,2,7,0,0,0,6
5258,AM_Test6,128,am9,H,0,0,0,10,1,5,0,0,0,6
5261,AM_Test6,129,am9,H,0,0,0,8,6,6,0,0,0,6
5267,AM_Test6,130,am9,H,0,3,1,10,2,6,0,0,0,4
5270,AM_Test6,131,am9,H,0,0,4,10,5,10,0,0,0,6
5273,AM_Test6,132,am9,H,0,0,0,10,0,7,0,0,0,5
5276,AM_Test6,133,am9,H,2,0,7,3,7,7,0,0,0,5
5279,AM_Test6,134,am9,H,1,0,0,10,2,7,0,0,0,3
5282,AM_Test6,135,am9,H,0,0,1,3,3,2,0,0,0,6
5285,AM_Test6,136,am9,H,0,1,1,10,1,9,0,0,0,4
5288,AM_Test6,137,am9,H,2,0,0,10,6,2,0,0,0,6
5291,AM_Test6,138,am9,H,0,0,2,2,2,1,0,0,0,7
5294,AM_Test6,139,am9,H,0,0,0,0,0,0,0,0,0,0
5300,AM_Test6,140,am9,H,0,0,0,0,0,0,0,0,0,0
5303,AM_Test6,141,am9,H,0,0,0,0,0,0,0,0,0,0
5306,AM_Test6,142,am9,H,0,0,3,6,7,8,0,0,0,3
5309,AM_Test6,143,am9,H,0,0,3,7,3,5,0,0,0,3
5312,AM_Test6,144,am9,H,0,0,2,7,0,3,0,0,0,3
5315,AM_Test6,145,am9,H,0,0,0,0,0,0,0,0,0,0
5318,AM_Test6,146,am9,H,0,0,0,0,0,0,0,0,0,0
5321,AM_Test6,147,am9,H,0,0,0,0,0,0,0,0,0,0
5324,AM_Test6,148,am9,H,0,0,0,0,0,0,0,0,0,0
5327,AM_Test6,149,am9,H,0,0,0,0,0,0,0,0,0,0
5333,AM_Test6,150,am9,H,0,0,0,0,0,0,0,0,0,0
5336,AM_Test6,151,am9,H,0,0,0,0,0,0,0,0,0,0
5339,AM_Test6,152,am9,H,0,0,0,0,0,0,0,0,0,0
5342,AM_Test6,153,am9,H,0,0,0,0,0,0,0,0,0,0
5345,AM_Test6,154,am9,H,0,0,0,0,0,0,0,0,0,0
5348,AM_Test6,155,am9,H,0,0,0,0,0,0,0,0,0,0
5351,AM_Test6,156,am9,H,0,0,0,0,0,0,0,0,0,0
5354,AM_Test6,157,am9,H,0,0,0,0,0,0,0,0,0,0
5357,AM_Test6,158,am9,H,0,0,0,0,0,0,0,0,0,0
5360,AM_Test6,159,am9,H,0,0,0,0,0,0,0,0,0,0
5366,AM_Test6,160,am9,H,0,0,0,0,0,0,0,0,0,0
5369,AM_Test6,161,am9,H,0,0,0,0,0,0,0,0,0,0
5372,AM_Test6,162,am9,H,0,0,0,0,0,0,0,0,0,0
5375,AM_Test6,164,am9,H,0,0,0,0,0,0,0,0,0,0
5378,AM_Test6,165,am9,H,0,0,0,0,0,0,0,0,0,0
5381,AM_Test6,166,am9,H,0,0,0,0,0,0,0,0,0,0
5384,AM_Test6,167,am9,H,0,0,3,0,0,7,1,3,0,7
5387,AM_Test6,168,am9,H,0,5,0,0,0,10,0,4,0,6
5390,AM_Test6,169,am9,H,0,7,0,0,0,3,0,1,0,4
5396,AM_Test6,170,am9,H,0,6,3,0,0,9,0,6,0,2
5399,AM_Test6,171,am9,H,0,3,5,0,2,10,0,5,0,4
5402,AM_Test6,172,am9,H,0,5,0,0,0,8,0,8,0,5
5405,AM_Test6,173,am9,H,0,1,0,9,1,6,0,0,0,5
5408,AM_Test6,174,am9,H,0,0,0,0,3,10,0,0,0,6
5411,AM_Test6,175,am9,H,0,0,0,10,0,10,0,0,0,6
5414,AM_Test6,176,am9,H,0,1,2,9,3,9,0,0,0,6
5417,AM_Test6,177,am9,H,0,2,0,0,0,10,0,2,0,4
5420,AM_Test6,178,am9,H,0,0,2,0,3,8,0,0,0,6
5423,AM_Test6,179,am9,H,0,0,1,9,3,9,0,0,0,2
5429,AM_Test6,180,am9,H,0,0,0,7,4,8,0,0,0,7
5432,AM_Test6,181,am9,H,0,0,5,6,3,0,0,0,0,5
5435,AM_Test6,182,am9,H,4,0,7,5,4,2,0,0,0,8
5438,AM_Test6,183,am9,H,0,0,2,9,2,8,0,0,0,6
5441,AM_Test6,184,am9,H,0,0,1,8,0,3,0,0,0,4
5444,AM_Test6,185,am9,H,0,0,0,0,0,0,0,0,0,0
5447,AM_Test6,186,am9,H,0,0,0,0,0,0,0,0,0,0
5450,AM_Test6,187,am9,H,0,0,0,0,0,0,0,0,0,0
6003,AM_Test7,2,am12,H,3,9,10,10,10,10,0,9,0,6
6033,AM_Test7,3,am12,H,0,0,10,10,10,8,0,0,0,5
6066,AM_Test7,4,am12,H,3,9,10,10,10,8,0,6,3,4
6099,AM_Test7,5,am12,H,3,10,10,10,0,10,10,10,0,6
6132,AM_Test7,6,am12,H,0,9,10,8,10,10,0,10,0,5
6165,AM_Test7,7,am12,H,0,10,0,0,0,2,10,10,0,5
6198,AM_Test7,8,am12,H,0,10,10,0,0,2,10,10,0,5
6231,AM_Test7,9,am12,H,0,10,10,0,0,10,10,10,0,5
5715,AM_Test7,10,am12,H,3,10,10,10,9,10,0,10,1,6
5748,AM_Test7,11,am12,H,3,0,10,10,10,7,0,0,0,4
5778,AM_Test7,12,am12,H,0,0,10,10,10,10,0,0,0,3
5811,AM_Test7,13,am12,H,0,10,10,1,0,10,0,10,0,5
5844,AM_Test7,14,am12,H,0,7,10,3,0,10,0,10,0,9
5877,AM_Test7,15,am12,H,0,0,10,0,10,10,0,0,0,3
5910,AM_Test7,16,am12,H,0,10,10,0,0,10,0,10,0,5
5940,AM_Test7,17,am12,H,0,10,10,0,0,9,1,10,0,6
5973,AM_Test7,18,am12,H,0,10,10,0,0,10,0,10,0,3
6000,AM_Test7,19,am12,H,0,0,0,0,0,0,0,0,0,0
6006,AM_Test7,20,am12,H,0,0,0,0,0,0,0,0,0,0
6009,AM_Test7,21,am12,H,0,0,0,0,0,0,0,0,0,0
6012,AM_Test7,22,am12,H,0,10,10,0,0,10,10,10,0,3
6015,AM_Test7,23,am12,H,0,10,10,10,0,9,0,10,0,6
6018,AM_Test7,24,am12,H,0,10,10,10,0,10,0,10,0,6
6021,AM_Test7,25,am12,H,1,10,0,3,0,10,10,10,0,5
6024,AM_Test7,26,am12,H,0,10,10,1,2,10,0,10,0,4
6027,AM_Test7,27,am12,H,0,9,10,10,0,10,10,10,0,7
6030,AM_Test7,29,am12,H,2,10,10,5,0,9,10,9,3,3
6036,AM_Test7,30,am12,H,0,0,10,10,10,9,0,0,0,3
6039,AM_Test7,31,am12,H,1,10,10,10,9,10,0,8,0,2
6042,AM_Test7,32,am12,H,0,10,10,0,2,10,0,10,0,4
6045,AM_Test7,33,am12,H,0,10,10,0,0,10,10,10,0,3
6048,AM_Test7,34,am12,H,0,10,10,10,10,8,0,8,0,4
6051,AM_Test7,35,am12,H,0,8,10,10,10,10,0,3,0,6
6054,AM_Test7,36,am12,H,1,10,10,0,0,7,0,10,0,3
6057,AM_Test7,37,am12,H,0,10,10,3,10,8,0,10,0,4
6060,AM_Test7,38,am12,H,0,10,10,0,0,6,0,10,0,5
6063,AM_Test7,39,am12,H,0,10,10,0,0,0,10,10,0,2
6069,AM_Test7,40,am12,H,1,10,10,0,0,4,0,10,0,5
6072,AM_Test7,41,am12,H,0,10,10,0,0,10,0,10,0,2
6075,AM_Test7,42,am12,H,0,0,10,10,10,10,0,0,0,4
6078,AM_Test7,43,am12,H,0,0,0,0,0,0,0,0,0,0
6081,AM_Test7,44,am12,H,0,0,0,0,0,0,0,0,0,0
6084,AM_Test7,45,am12,H,0,0,0,0,0,0,0,0,0,0
6087,AM_Test7,46,am12,H,0,10,10,0,0,10,9,10,0,5
6090,AM_Test7,47,am12,H,0,10,10,0,9,10,0,7,0,3
6093,AM_Test7,48,am12,H,0,3,10,0,4,5,0,1,0,5
6096,AM_Test7,49,am12,H,0,7,10,10,10,8,0,10,0,3
6102,AM_Test7,50,am12,H,0,8,10,6,10,9,0,3,0,4
6105,AM_Test7,51,am12,H,0,10,10,0,0,10,7,10,0,5
6108,AM_Test7,52,am12,H,0,10,0,0,0,10,10,10,0,2
6111,AM_Test7,53,am12,H,0,10,10,10,0,10,0,10,0,4
6114,AM_Test7,54,am12,H,0,0,10,10,10,10,0,0,0,6
6117,AM_Test7,55,am12,H,0,10,9,9,10,10,0,7,0,6
6120,AM_Test7,56,am12,H,3,0,10,10,10,6,0,0,0,5
6123,AM_Test7,57,am12,H,6,0,8,10,10,2,0,0,0,5
6126,AM_Test7,58,am12,H,5,9,8,10,10,9,0,6,1,6
6129,AM_Test7,59,am12,H,0,0,9,10,10,10,0,0,0,5
6135,AM_Test7,60,am12,H,6,0,7,9,7,2,0,0,0,7
6138,AM_Test7,61,am12,H,0,7,10,5,10,10,0,5,0,4
6141,AM_Test7,62,am12,H,0,2,10,10,10,9,0,0,0,4
6144,AM_Test7,63,am12,H,7,0,10,10,10,10,0,0,0,4
6147,AM_Test7,64,am12,H,0,6,10,10,10,9,0,1,0,4
6150,AM_Test7,65,am12,H,0,0,10,10,10,10,0,0,0,2
6153,AM_Test7,66,am12,H,0,0,10,10,10,2,0,0,0,7
6156,AM_Test7,67,am12,H,0,0,0,0,0,0,0,0,0,0
6159,AM_Test7,68,am12,H,0,0,0,0,0,0,0,0,0,0
6162,AM_Test7,69,am12,H,0,0,0,0,0,0,0,0,0,0
6168,AM_Test7,70,am12,H,0,6,7,10,9,10,0,0,0,3
6171,AM_Test7,71,am12,H,0,0,10,10,10,10,0,0,0,3
6174,AM_Test7,72,am12,H,0,0,10,10,10,10,0,0,0,5
6177,AM_Test7,73,am12,H,0,10,10,0,0,10,10,10,0,3
6180,AM_Test7,74,am12,H,0,1,10,10,10,10,0,0,0,4
6183,AM_Test7,75,am12,H,0,2,10,2,10,10,0,0,0,4
6186,AM_Test7,76,am12,H,4,10,10,9,10,10,0,10,2,1
6189,AM_Test7,77,am12,H,0,10,10,0,2,10,0,10,0,6
6192,AM_Test7,78,am12,H,0,10,10,10,0,10,0,9,0,6
6195,AM_Test7,79,am12,H,5,2,10,10,10,8,0,1,0,4
6201,AM_Test7,80,am12,H,4,0,9,10,10,5,0,0,0,1
6204,AM_Test7,81,am12,H,0,0,10,10,6,9,0,0,0,2
6207,AM_Test7,82,am12,H,0,10,10,10,10,8,0,6,0,5
6210,AM_Test7,83,am12,H,6,0,10,10,10,8,0,0,0,5
6213,AM_Test7,84,am12,H,0,0,10,10,10,6,0,0,0,6
6216,AM_Test7,85,am12,H,1,3,10,9,10,8,0,0,0,4
6219,AM_Test7,86,am12,H,0,0,10,10,10,7,0,0,0,4
6222,AM_Test7,87,am12,H,2,0,10,10,10,9,0,0,0,5
6225,AM_Test7,88,am12,H,6,0,10,10,10,4,0,1,0,2
6228,AM_Test7,89,am12,H,0,0,10,10,10,4,0,0,0,3
6234,AM_Test7,90,am12,H,0,0,10,10,10,10,0,0,0,10
6237,AM_Test7,91,am12,H,0,0,0,0,0,0,0,0,0,0
6240,AM_Test7,92,am12,H,0,0,0,0,0,0,0,0,0,0
6243,AM_Test7,93,am12,H,0,0,0,0,0,0,0,0,0,0
6246,AM_Test7,94,am12,H,0,10,10,10,10,10,0,10,0,4
6249,AM_Test7,95,am12,H,0,0,10,0,10,10,0,0,0,5
6252,AM_Test7,96,am12,H,0,0,10,1,10,10,0,0,0,4
6255,AM_Test7,97,am12,H,0,10,10,10,7,10,0,7,0,6
6258,AM_Test7,98,am12,H,0,1,10,10,10,10,0,0,0,4
6261,AM_Test7,99,am12,H,0,9,10,9,0,10,0,4,0,5
5718,AM_Test7,100,am12,H,0,10,10,0,0,10,0,10,0,6
5721,AM_Test7,101,am12,H,0,10,10,0,0,8,3,10,0,5
5724,AM_Test7,102,am12,H,0,2,10,0,0,4,0,0,0,5
5727,AM_Test7,103,am12,H,3,3,10,10,9,6,0,2,0,5
5730,AM_Test7,104,am12,H,0,0,9,10,10,10,0,0,0,7
5733,AM_Test7,105,am12,H,2,0,10,10,10,9,0,0,0,6
5736,AM_Test7,106,am12,H,0,4,10,10,10,10,0,1,0,6
5739,AM_Test7,107,am12,H,0,0,10,10,10,10,0,0,0,7
5742,AM_Test7,108,am12,H,0,0,10,10,10,9,0,0,0,5
5745,AM_Test7,109,am12,H,8,0,10,9,10,4,0,0,0,4
5751,AM_Test7,111,am12,H,4,0,10,10,10,0,0,0,0,7
5754,AM_Test7,112,am12,H,3,0,10,10,10,8,0,0,0,4
5757,AM_Test7,113,am12,H,6,0,5,6,10,0,0,0,0,4
5760,AM_Test7,114,am12,H,0,0,10,10,10,2,0,0,0,8
5763,AM_Test7,115,am12,H,0,0,0,0,0,0,0,0,0,0
5766,AM_Test7,116,am12,H,0,0,0,0,0,0,0,0,0,0
5769,AM_Test7,117,am12,H,0,0,0,0,0,0,0,0,0,0
5772,AM_Test7,118,am12,H,5,0,7,7,9,4,0,0,0,4
5775,AM_Test7,119,am12,H,0,0,8,10,5,7,0,0,0,4
5781,AM_Test7,120,am12,H,3,0,10,10,10,2,0,0,0,4
5784,AM_Test7,121,am12,H,0,10,10,0,0,10,10,10,0,3
5787,AM_Test7,122,am12,H,0,1,10,10,10,10,0,0,0,2
5790,AM_Test7,123,am12,H,0,10,10,0,0,10,10,10,0,4
5793,AM_Test7,124,am12,H,0,10,0,0,0,0,10,10,0,0
5796,AM_Test7,125,am12,H,0,10,10,0,0,5,10,10,0,4
5799,AM_Test7,126,am12,H,0,0,10,10,10,10,0,0,0,5
5802,AM_Test7,127,am12,H,1,1,10,10,10,9,0,0,0,6
5805,AM_Test7,128,am12,H,0,0,10,10,10,10,0,0,0,6
5808,AM_Test7,129,am12,H,0,0,10,10,10,4,0,0,0,4
5814,AM_Test7,130,am12,H,0,4,9,10,10,10,0,0,0,5
5817,AM_Test7,131,am12,H,0,0,10,10,10,7,0,0,0,8
5820,AM_Test7,132,am12,H,0,0,10,10,10,10,0,0,0,5
5823,AM_Test7,133,am12,H,6,0,8,8,10,7,0,0,0,4
5826,AM_Test7,134,am12,H,0,0,10,10,10,10,0,0,0,6
5829,AM_Test7,135,am12,H,4,0,10,10,10,1,0,0,0,6
5832,AM_Test7,136,am12,H,1,1,10,10,10,7,0,0,0,8
5835,AM_Test7,137,am12,H,0,0,10,10,10,6,0,0,0,3
5838,AM_Test7,138,am12,H,0,0,10,10,10,1,0,0,0,7
5841,AM_Test7,139,am12,H,0,0,0,0,0,0,0,0,0,0
5847,AM_Test7,140,am12,H,0,0,0,0,0,0,0,0,0,0
5850,AM_Test7,141,am12,H,0,0,0,0,0,0,0,0,0,0
5853,AM_Test7,142,am12,H,2,0,10,10,10,7,0,0,0,4
5856,AM_Test7,143,am12,H,4,0,9,10,10,2,0,0,0,7
5859,AM_Test7,144,am12,H,0,0,10,10,10,1,0,0,0,3
5862,AM_Test7,145,am12,H,0,0,0,0,0,0,0,0,0,0
5865,AM_Test7,146,am12,H,0,0,0,0,0,0,0,0,0,0
5868,AM_Test7,147,am12,H,0,0,0,0,0,0,0,0,0,0
5871,AM_Test7,148,am12,H,0,0,0,0,0,0,0,0,0,0
5874,AM_Test7,149,am12,H,0,0,0,0,0,0,0,0,0,0
5880,AM_Test7,150,am12,H,0,0,0,0,0,0,0,0,0,0
5883,AM_Test7,151,am12,H,0,0,0,0,0,0,0,0,0,0
5886,AM_Test7,152,am12,H,0,0,0,0,0,0,0,0,0,0
5889,AM_Test7,153,am12,H,0,0,0,0,0,0,0,0,0,0
5892,AM_Test7,154,am12,H,0,0,0,0,0,0,0,0,0,0
5895,AM_Test7,155,am12,H,0,0,0,0,0,0,0,0,0,0
5898,AM_Test7,156,am12,H,0,0,0,0,0,0,0,0,0,0
5901,AM_Test7,157,am12,H,0,0,0,0,0,0,0,0,0,0
5904,AM_Test7,158,am12,H,0,0,0,0,0,0,0,0,0,0
5907,AM_Test7,159,am12,H,0,0,0,0,0,0,0,0,0,0
5913,AM_Test7,160,am12,H,0,0,0,0,0,0,0,0,0,0
5916,AM_Test7,161,am12,H,0,0,0,0,0,0,0,0,0,0
5919,AM_Test7,162,am12,H,0,0,0,0,0,0,0,0,0,0
5922,AM_Test7,164,am12,H,0,0,0,0,0,0,0,0,0,0
5925,AM_Test7,165,am12,H,0,0,0,0,0,0,0,0,0,0
5928,AM_Test7,166,am12,H,0,0,0,0,0,0,0,0,0,0
5931,AM_Test7,167,am12,H,0,10,10,0,0,10,1,10,0,5
5934,AM_Test7,168,am12,H,0,8,10,10,0,9,0,3,0,5
5937,AM_Test7,169,am12,H,0,10,10,0,0,10,0,10,0,6
5943,AM_Test7,170,am12,H,0,10,10,2,0,10,0,10,0,5
5946,AM_Test7,171,am12,H,0,10,10,0,0,10,0,10,0,6
5949,AM_Test7,172,am12,H,0,10,10,10,0,9,0,8,0,8
5952,AM_Test7,173,am12,H,0,1,10,10,10,10,0,0,0,2
5955,AM_Test7,174,am12,H,0,1,10,10,10,10,0,0,0,8
5958,AM_Test7,175,am12,H,0,0,10,10,7,10,0,0,0,8
5961,AM_Test7,176,am12,H,0,1,10,10,10,10,0,0,0,6
5964,AM_Test7,177,am12,H,1,2,10,0,10,6,0,1,0,7
5967,AM_Test7,178,am12,H,2,0,10,0,10,10,0,0,0,4
5970,AM_Test7,179,am12,H,0,1,10,10,10,9,0,0,0,6
5976,AM_Test7,180,am12,H,4,0,10,10,10,4,0,0,0,6
5979,AM_Test7,181,am12,H,4,0,7,8,7,1,0,0,0,4
5982,AM_Test7,182,am12,H,7,0,8,9,7,5,0,0,0,6
5985,AM_Test7,183,am12,H,0,0,10,10,10,8,0,0,0,9
5988,AM_Test7,184,am12,H,0,0,10,10,10,8,0,0,0,4
5991,AM_Test7,185,am12,H,0,0,0,0,0,0,0,0,0,0
5994,AM_Test7,186,am12,H,0,0,0,0,0,0,0,0,0,0
5997,AM_Test7,187,am12,H,0,0,0,0,0,0,0,0,0,0
6004,AM_Test7,2,am13,H,0,0,0,0,0,0,0,0,0,3
6034,AM_Test7,3,am13,H,0,0,0,0,0,1,0,0,0,5
6067,AM_Test7,4,am13,H,1,1,0,1,0,0,0,0,0,4
6100,AM_Test7,5,am13,H,0,0,0,0,0,0,0,0,0,2
6133,AM_Test7,6,am13,H,0,0,0,0,0,0,0,0,0,2
6166,AM_Test7,7,am13,H,0,0,0,0,0,0,0,0,0,0
6199,AM_Test7,8,am13,H,0,0,0,0,0,0,0,0,0,1
6232,AM_Test7,9,am13,H,0,0,0,0,0,0,0,0,0,4
5716,AM_Test7,10,am13,H,0,0,0,0,0,0,0,0,0,3
5749,AM_Test7,11,am13,H,0,0,0,0,0,1,0,0,0,4
5779,AM_Test7,12,am13,H,0,0,0,0,0,0,0,0,0,7
5812,AM_Test7,13,am13,H,0,0,0,0,0,0,0,0,0,2
5845,AM_Test7,14,am13,H,0,0,0,0,0,0,0,0,0,1
5878,AM_Test7,15,am13,H,0,0,0,0,0,0,0,0,0,6
5911,AM_Test7,16,am13,H,0,0,0,0,0,0,0,0,0,3
5941,AM_Test7,17,am13,H,0,0,0,0,0,0,0,0,0,0
5974,AM_Test7,18,am13,H,0,0,0,0,0,0,0,0,0,3
6001,AM_Test7,19,am13,H,0,0,0,0,0,0,0,0,0,0
